PNR Number,Train Number,Date of Journey,Class of Travel,Quota,Source Station,Destination Station,Booking Date,Current Status,Number of Passengers,Age of Passengers,Booking Channel,Travel Distance,Number of Stations,Travel Time,Train Type,Seat Availability,Special Considerations,Holiday or Peak Season,Waitlist Position,Confirmation Status
PNR0000008181,73690,25/01/47,3AC,Premium Tatkal,BCT,UMB,26/05/46,Confirmed,4,Child,Mobile App,130,15,23,Express,367,None,No,,Confirmed
PNR0000008182,80459,26/01/47,Sleeper,Premium Tatkal,ASR,PNBE,27/05/46,Confirmed,1,Child,IRCTC Website,1710,14,41,Express,187,Senior Citizen,No,,Confirmed
PNR0000008183,37226,27/01/47,3AC,General,HWH,LTT,28/05/46,Confirmed,5,Child,Mobile App,891,19,9,Iuperfast,78,None,No,,Confirmed
PNR0000008184,67550,28/01/47,1AC,Tatkal,GKP,JHS,29/05/46,RAC,2,Child,,1028,14,31,Shatabdi,,None,Yes,,Confirmed
PNR0000008185,62892,29/01/47,2AC,Premium Tatkal,BSB,HWH,30/05/46,RAC,2,Senior Citizen,IRCTC Website,219,15,41,Superfast,304,None,No,,Confirmed
PNR0000008186,17315,30/01/47,Sleeper,Tatkal,JP,JU,31/05/46,RAC,1,Child,Counter,461,8,15,Express,280,Defense Quota,Yes,,Confirmed
PNR0000008187,64164,31/01/47,Sleeper,Premium Tatkal,HWH,BBS,01/06/46,RAC,1,Child,IRCTC Website,487,14,31,Superfast,465,Defense Quota,Yes,,Confirmed
PNR0000008188,21001,01/02/47,,Tatkal,PNBE,LKO,02/06/46,RAC,1,Senior Citizen,Mobile App,689,18,38,Express,431,Defense Quota,Yes,,Confirmed
PNR0000008189,54434,02/02/47,2AC,Tatkal,ASR,ADI,03/06/46,Waitlisted,3,Adult,IRCTC Website,1720,14,42,Superfast,221,Senior Citizen,Yes,WL197,Not Confirmed
PNR0000008190,75902,02/03/47,3AC,Ladies,JP,GKP,04/06/46,Waitlisted,5,Child,Counter,1347,2,37,Rajdhani,419,Senior Citizen,No,WL018,Not Confirmed
PNR0000008191,21447,04/02/47,1AC,Tatkal,BCT,PNBE,05/06/46,RAC,3,Child,IRCTC Website,1798,3,25,Superfast,224,Senior Citizen,No,,Confirmed
PNR0000008192,64811,05/02/47,Sleeper,General,ADI,CSMT,06/06/46,Waitlisted,4,Adult,Counter,1093,9,22,Superfast,421,Senior Citizen,No,WL029,Not Confirmed
PNR0000008193,72577,06/02/47,2AC,Tatkal,LTT,BSB,07/06/46,Waitlisted,3,Child,IRCTC Website,711,13,32,Rajdhani,69,Defense Quota,Yes,WL046,Not Confirmed
PNR0000008194,98817,07/02/47,Sleeper,General,CNB,ASR,08/06/46,Waitlisted,1,Senior Citizen,,605,16,12,Rajdhani,453,Defense Quota,Yes,WL125,Not Confirmed
PNR0000008195,28390,08/02/47,2AC,Tatkal,BCT,BBS,09/06/46,RAC,4,Adult,Mobile App,1565,11,19,Express,61,Senior Citizen,No,,Confirmed
PNR0000008196,98888,09/02/47,1AC,Premium Tatkal,JU,SC,10/06/46,RAC,2,Child,Counter,1081,14,19,Rajdhani,341,Defense Quota,No,,Confirmed
PNR0000008197,40802,10/02/47,3AC,Premium Tatkal,CSMT,LTT,11/06/46,Confirmed,4,Adult,IRCTC Website,85,15,15,Superfast,434,None,No,,Confirmed
PNR0000008198,62160,11/02/47,1AC,Tatkal,LKO,NDLS,12/06/46,RAC,3,Senior Citizen,Mobile App,334,15,16,Express,,Senior Citizen,Yes,,Confirmed
PNR0000008199,84695,12/02/47,1AC,,JP,ASR,13/06/46,RAC,4,Adult,Counter,982,2,35,Superfast,452,Defense Quota,No,,Confirmed
PNR0000008200,65622,13/02/47,Sleeper,General,CNB,NDLS,06-14-2046,Confirmed,1,Adult,IRCTC Website,574,13,12,Express,390,Senior Citizen,No,,Confirmed
PNR0000008201,87957,14/02/47,2AC,Ladies,BBS,NJP,15/06/46,RAC,1,Child,Counter,1608,6,44,Shatabdi,160,Defense Quota,Yes,,Confirmed
PNR0000008202,39620,02-15-2047,3AC,Ladies,BBS,ADI,16/06/46,Confirmed,2,Senior Citizen,,441,11,40,Rajdhani,356,None,No,,Confirmed
PNR0000008203,52032,16/02/47,1AC,Ladies,SBC,SC,17/06/46,Waitlisted,3,Child,Counter,988,3,47,Rajdhani,148,Defense Quota,Yes,WL036,Not Confirmed
PNR0000008204,71771,02-17-2047,1AC,,MMCT,SBC,18/06/46,RAC,4,Adult,IRCTC Website,302,18,29,Superfast,171,Defense Quota,No,,Confirmed
PNR0000008205,75803,18/02/47,3AC,Ladies,BSB,CSMT,19/06/46,Confirmed,1,Adult,IRCTC Website,523,2,41,SuTerfast,,Defense Quota,Yes,,Confirmed
PNR0000008206,92874,19/02/47,Sleeper,Premium Tatkal,CSMT,MMCT,20/06/46,Waitlisted,2,Adult,IRCTC Website,547,2,39,Superfast,343,Defense Quota,Yes,WL127,Not Confirmed
PNR0000008207,88683,20/02/47,3AC,Ladies,NJP,BBS,21/06/46,Waitlisted,1,Adult,Counter,1953,16,44,Shatabdi,163,None,Yes,,Not Confirmed
PNR0000008208,54932,21/02/47,2AC,Premium Tatkal,ADI,MMCT,22/06/46,Waitlisted,1,Senior Citizen,,1458,12,6,Rajdhani,115,Senior Citizen,No,WL150,Not Confirmed
PNR0000008209,30853,22/02/47,3AC,Premium Tatkal,JP,MMCT,23/06/46,Waitlisted,5,Adult,Mobile App,1679,14,10,Express,80,Senior Citizen,No,WL019,Not Confirmed
PNR0000008210,23025,02-23-2047,2AC,Tatkal,MMCT,ADI,24/06/46,Confirmed,3,Child,IRCTC Website,478,19,2,Shatabdi,56,None,No,,Confirmed
PNR0000008211,53360,24/02/47,3AC,Tatkal,ASR,BBS,25/06/46,RAC,4,Adult,Counter,1441,15,18,Express,113,Defense Quota,Yes,,Confirmed
PNR0000008212,61900,25/02/47,2AC,General,CSMJ,SC,26/06/46,RAC,3,Child,Mobile App,1327,4,26,Express,412,None,Yes,,Confirmed
PNR0000008213,21748,26/02/47,Sleeper,,UMB,LKO,27/06/46,Waitlisted,5,Senior Citizen,Counter,1195,6,13,Express,156,Senior Citizen,No,WL197,Not Confirmed
PNR0000008214,32191,27/02/47,3AC,Tatkal,BSB,LTT,28/06/46,Waitlisted,2,Senior Citizen,Mobile App,460,5,23,Express,479,None,No,WL051,Not Confirmed
PNR0000008215,89825,28/02/47,Sleeper,Ladies,BSB,ASR,29/06/46,Confirmed,4,Child,Counter,1851,8,37,Shatabdi,198,Defense Quota,Yes,,Confirmed
PNR0000008216,37847,01/03/47,3AC,Premium Tatkal,JU,LTT,30/06/46,RAC,2,Adult,IRCTC Website,704,7,41,Shatabdi,268,Defense Quota,Yes,,Confirmed
PNR0000008217,26389,02/03/47,Sleeper,Premium Tatkal,JP,MMCT,01/07/46,Waitlisted,5,Adult,IRCTC Website,528,12,2,Superfast,37,Senior Citizen,Yes,WL142,Not Confirmed
PNR0000008218,39773,03/03/47,Sleeper,Premium Tatkal,MAS,JHS,02/07/46,Waitlisted,4,Adult,,1126,10,20,Superfast,459,None,No,WL119,Not Confirmed
PNR0000008219,46215,03/04/47,3AC,General,PNBE,BCT,03/07/46,Waitlisted,2,Senior Citizen,IRCTC Website,1884,14,32,Rajdhani,380,Senior Citizen,Yes,WL190,Not Confirmed
PNR0000008220,59359,05/03/47,Sleeper,,CNB,SC,04/07/46,Confirmed,3,Senior Citizen,Mobile App,658,6,30,Shatabdi,168,Senior Citizen,Yes,,Confirmed
PNR0000008221,13477,06/03/47,1AC,,JHS,CSMT,05/07/46,RAC,3,Senior Citizen,Mobile App,914,14,41,Express,222,None,Yes,,Confirmed
PNR0000008222,45613,07/03/47,2AC,,PNBE,BSB,06/07/46,Confirmed,1,Adult,,718,7,46,Shatabdi,449,None,No,,Confirmed
PNR0000008223,13395,08/03/47,,General,JHS,MMCT,07/07/46,Waitlisted,3,Adult,Mobile App,309,13,37,Rajdhani,292,Senior Citizen,Yes,WL090,Not Confirmed
PNR0000008224,18120,09/03/47,1AC,Tatkal,NJP,LKO,08/07/46,RAC,5,Senior Citizen,Counter,1050,16,25,Shatabdi,96,None,Yes,,Confirmed
PNR0000008225,66087,10/03/47,1AC,Premium Tatkal,BBS,PNBE,09/07/46,Confirmed,1,Senior Citizen,Counter,621,2,8,Express,159,Defense Quota,Yes,,Confirmed
PNR0000008226,41278,11/03/47,Sleeper,General,PNBE,BBS,10/07/46,Waitlisted,2,Child,Mobile App,653,14,25,Rajdhani,353,Senior Citizen,No,WL184,Not Confirmed
PNR0000008227,18452,12/03/47,2AC,,CNB,JU,11/07/46,Waitlisted,2,Adult,IRCTC Website,1510,7,47,Rajdhani,127,None,Yes,WL029,Not Confirmed
PNR0000008228,63028,13/03/47,2AC,Ladies,LKO,MAS,12/07/46,Waitlisted,1,Child,Counter,1678,5,40,Express,11,Senior Citizen,No,WL014,Not Confirmed
PNR0000008229,83952,14/03/47,1AC,Premium Tatkal,GKP,JP,13/07/46,Confirmed,4,Child,Mobile App,926,16,27,Shatabdi,422,Defense Quota,No,,Confirmed
PNR0000008230,31084,15/03/47,1AC,Ladies,JHS,BCT,14/07/46,Waitlisted,4,Senior Citizen,Counter,1069,18,10,Superfast,200,None,No,WL159,Not Confirmed
PNR0000008231,19324,16/03/47,1AC,General,MAS,LTT,15/07/46,Confirmed,2,Senior Citizen,IRCTC Website,1551,10,24,Express,212,None,Yes,,Confirmed
PNR0000008232,79682,17/03/47,Sleeper,,BBS,KOAA,16/07/46,Confirmed,1,Adult,Counter,198,12,26,Express,365,Senior Citizen,No,,Confirmed
PNR0000008233,82859,18/03/47,2AC,Ladies,SBC,SBC,17/07/46,Confirmed,1,Adult,Mobile App,475,16,26,Express,175,Senior Citizen,No,,Confirmed
PNR0000008234,56873,19/03/47,3AC,Premium Tatkal,BCT,KOAA,07-18-2046,RAC,1,Senior Citizen,Counter,1781,13,45,Express,389,None,Yes,,Confirmed
PNR0000008235,99539,20/03/47,1AC,Ladies,KOAA,BCT,19/07/46,Waitlisted,4,Child,IRCTC Website,206,12,22,Express,386,Defense Quota,Yes,WL050,Not Confirmed
PNR0000008236,42011,21/03/47,1AC,,UMB,BCT,20/07/46,Confirmed,4,Adult,Counter,1428,12,39,Shatabdi,59,Defense Quota,No,,Confirmed
PNR0000008237,45448,22/03/47,1AC,,JU,NDLS,21/07/46,Waitlisted,1,Senior Citizen,Mobile App,1629,9,43,Superfast,493,Senior Citizen,Yes,WL097,Not Confirmed
PNR0000008238,33487,23/03/47,Sleeper,Premium Tatkal,SBC,LKO,22/07/46,Confirmed,1,Senior Citizen,IRCTC Website,1321,5,7,Superfast,375,Defense Quota,No,,Confirmed
PNR0000008239,66334,24/03/47,2AC,,SBC,MAS,23/07/46,Confirmed,2,Adult,Mobile App,954,7,18,RajdhanL,230,None,Yes,,Confirmed
PNR0000008240,15687,25/03/47,1AC,General,SBC,ASR,24/07/46,Waitlisted,4,Child,Counter,1680,11,37,Express,479,Senior Citizen,Yes,WL110,Not Confirmed
PNR0000008241,29907,26/03/47,Sleeper,General,SBC,MMCT,25/07/46,RAC,1,Adult,Counter,942,19,18,Rajdhani,,Senior Citizen,Yes,,Confirmed
PNR0000008242,21908,27/03/47,1AC,,ADI,HWH,07-26-2046,Confirmed,5,Senior Citizen,Mobile App,936,17,23,Express,70,None,No,,Confirmed
PNR0000008243,67076,28/03/47,2AC,Premium Tatkal,CNB,JHS,27/07/46,Confirmed,2,Adult,Counter,1152,17,34,Shatabdi,,Senior Citizen,No,,Confirmed
PNR0000008244,64825,29/03/47,,Tatkal,LTT,NDLS,28/07/46,RAC,2,Child,Counter,392,7,12,Shatabdi,,Senior Citizen,Yes,,Confirmed
PNR0000008245,33569,30/03/47,1AC,Tatkal,JHS,NJP,29/07/46,Confirmed,3,Adult,Mobile App,1623,10,26,Rajdhani,41,Senior Citizen,No,,Confirmed
PNR0000008246,24944,31/03/47,2AC,General,ASR,BSB,30/07/46,Waitlisted,1,Child,Counter,137,4,46,Superfast,358,Defense Quota,Yes,WL107,Not Confirmed
PNR0000008247,60933,01/04/47,Sleeper,Ladies,CNB,JP,31/07/46,Confirmed,5,Senior Citizen,Counter,718,4,35,Express,175,None,No,,Confirmed
PNR0000008248,34708,02/04/47,1AC,,ASR,SBC,01/08/46,Waitlisted,3,Child,Mobile App,1648,12,14,Shatabdi,6,Senior Citizen,No,WL080,Not Confirmed
PNR0000008249,34189,03/04/47,Sleeper,Tatkal,BCT,NDLS,08/02/46,RAC,2,Senior Citizen,,560,19,9,Superfast,,Defense Quota,No,,Confirmed
PNR0000008250,25217,04/04/47,Sleeper,Ladies,CNB,PNBE,03/08/46,Confirmed,2,Child,Counter,1841,16,11,Rajdhani,171,None,Yes,,Confirmed
PNR0000008251,72330,05/04/47,1AC,Ladies,NJP,NDLS,04/08/46,Confirmed,3,Child,IRCTC Website,1419,4,36,Superfast,214,Defense Quota,No,,Confirmed
PNR0000008252,74835,06/04/47,Sleeper,,JU,GKP,05/08/46,RAC,1,Senior Citizen,Mobile App,240,17,28,Shatabdi,236,None,No,,Confirmed
PNR0000008253,21802,07/04/47,Sleeper,Tatkal,HWH,JHS,06/08/46,RAC,3,Adult,IRCTC Website,1703,15,20,Superfast,61,Defense Quota,No,,Confirmed
PNR0000008254,20128,08/04/47,1AC,Premium Tatkal,CSMT,UMB,07/08/46,Waitlisted,5,Senior Citizen,Counter,543,15,34,Shatabdi,496,Defense Quota,Yes,WL065,Not Confirmed
PNR0000008255,70558,09/04/47,3AC,Premium Tatkal,MMCT,BBS,08/08/46,RAC,4,Child,IRCTC Website,896,15,44,Rajdhani,225,None,No,,Confirmed
PNR0000008256,66620,10/04/47,2AC,Tatkal,SBC,BBS,08/09/46,RAC,1,Child,Counter,840,17,23,Rajdhani,402,Defense Quota,Yes,,Confirmed
PNR0000008257,47072,11/04/47,Sleeper,General,SBC,PNBE,10/08/46,RAC,1,Adult,Mobile App,900,13,7,Rajdhani,456,Defense Quota,Yes,,Confirmed
PNR0000008258,37341,12/04/47,,General,NJP,PNBE,11/08/46,Confirmed,1,Senior Citizen,Mobile App,1116,10,5,Rajdhani,234,None,No,,Confirmed
PNR0000008259,19182,13/04/47,1AC,Premium Tatkal,CSMT,NDLS,12/08/46,Confirmed,5,Senior Citizen,IRCTC Website,525,13,32,Superfast,237,None,Yes,,Confirmed
PNR0000008260,74642,04-14-2047,3AC,General,NDLS,GKP,13/08/46,Waitlisted,1,Senior Citizen,Counter,1459,6,30,Superfast,266,None,Yes,,Not Confirmed
PNR0000008261,41484,15/04/47,1AC,Premium Tatkal,BBS,JU,14/08/46,RAC,4,Child,IRCTC Website,729,8,33,Express,57,Senior Citizen,Yes,,Confirmed
PNR0000008262,28536,16/04/47,2AC,Ladies,NDLS,BSB,15/08/46,Confirmed,2,Adult,Mobile App,933,14,5,Express,117,Senior Citizen,No,,Confirmed
PNR0000008263,85551,17/04/47,Sleeper,General,ADI,PNBE,08-16-2046,RAC,3,Senior Citizen,Counter,1814,8,13,Rajdhani,437,None,Yes,,Confirmed
PNR0000008264,33572,18/04/47,1AC,,LTT,ADI,17/08/46,Confirmed,3,Senior Citizen,,467,18,4,Superfast,336,None,No,,Confirmed
PNR0000008265,70254,19/04/47,1AC,Premium Tatkal,CSMT,HWH,18/08/46,Waitlisted,1,Senior Citizen,,412,6,13,Express,28,Senior Citizen,Yes,WL042,Not Confirmed
PNR0000008266,90718,20/04/47,2AC,General,MAS,UMB,19/08/46,Waitlisted,3,Senior Citizen,Counter,1512,6,6,Rajdhani,61,None,No,WL052,Not Confirmed
PNR0000008267,77520,21/04/47,2AC,,KOAA,UMB,20/08/46,Waitlisted,1,Child,Mobile App,1689,14,32,Shatabdi,404,None,No,WL186,Not Confirmed
PNR0000008268,50418,22/04/47,,,KOAA,SC,21/08/46,RAC,4,Senior Citizen,Counter,1827,15,38,Shatabdi,325,Defense Quota,No,,Confirmed
PNR0000008269,66477,23/04/47,2AC,General,SC,JU,08-22-2046,Confirmed,1,Senior Citizen,IRCTC Website,1584,3,9,Express,,None,Yes,,Confirmed
PNR0000008270,64161,24/04/47,3AC,Tatkal,SBC,MMCT,23/08/46,Waitlisted,2,Senior Citizen,Counter,1867,7,47,Rajdhani,326,None,Yes,WL032,Not Confirmed
PNR0000008271,55116,25/04/47,2AC,,GKP,LKO,24/08/46,RAC,4,Senior Citizen,Mobile App,1156,4,19,Shatabdi,153,Senior Citizen,Yes,,Confirmed
PNR0000008272,86183,26/04/47,2AC,General,GKP,UMB,25/08/46,RAC,4,Child,Counter,174,6,35,Shatabdi,208,Defense Quota,No,,Confirmed
PNR0000008273,58176,27/04/47,Sleeper,General,NDLP,JP,26/08/46,RAC,3,Senior Citizen,Mobile App,536,14,44,Express,410,None,No,,Confirmed
PNR0000008274,73308,28/04/47,,Ladies,ADI,PNBE,27/08/46,Confirmed,2,Child,Counter,837,9,13,Rajdhani,131,Senior Citizen,No,,Confirmed
PNR0000008275,73616,29/04/47,,Ladies,MMCT,KOAA,28/08/46,Waitlisted,2,Adult,IRCTC Website,1493,10,40,Rajdhani,50,None,Yes,WL030,Not Confirmed
PNR0000008276,10000,30/04/47,1AC,Ladies,MAS,NJP,29/08/46,RAC,5,Child,Counter,1549,6,38,Shatabdi,28,None,Yes,,Confirmed
PNR0000008277,16489,01/05/47,2AC,Tatkal,PNBE,UMB,30/08/46,RAC,2,Child,IRCTC Website,1566,6,10,Express,176,Senior Citizen,Yes,,Confirmed
PNR0000008278,35341,02/05/47,Sleeper,Tatkal,NJP,BBS,31/08/46,RAC,2,Adult,IRCTC Website,1232,6,21,Rajdhani,318,Senior Citizen,No,,Confirmed
PNR0000008279,84157,03/05/47,,Tatkal,MAS,PNBE,01/09/46,Waitlisted,4,Child,Mobile App,51,9,14,Express,,None,Yes,,Not Confirmed
PNR0000008280,31642,04/05/47,Sleeper,Tatkal,JP,ASR,02/09/46,Waitlisted,3,Adult,IRCTC Website,1449,5,36,Rajdhani,359,None,No,WL037,Not Confirmed
PNR0000008281,67144,05/05/47,3AC,Tatkal,KOAA,ADI,03/09/46,Confirmed,2,Senior Citizen,IRCTC Website,1839,16,45,Rajdhani,178,Defense Quota,No,,Confirmed
PNR0000008282,57047,06/05/47,3AC,,NDLS,MAS,04/09/46,RAC,1,Child,IRCTC Website,1704,13,43,Rajdhani,175,None,Yes,,Confirmed
PNR0000008283,23725,07/05/47,,General,JP,NJP,05/09/46,Confirmed,5,Adult,Mobile App,178,4,8,Shatabdi,274,Defense Quota,No,,Confirmed
PNR0000008284,31423,08/05/47,3AC,Premium Tatkal,ASR,LKO,06/09/46,RAC,5,Adult,IRCTC Website,92,16,11,Superfast,3,Defense Quota,Yes,,Confirmed
PNR0000008285,29551,09/05/47,Sleeper,Ladies,SC,LTT,07/09/46,Confirmed,2,Child,IRCTC Website,52,10,42,Superfast,258,Senior Citizen,No,,Confirmed
PNR0000008286,28023,10/05/47,3AC,Premium Tatkal,CNB,JP,08/09/46,Waitlisted,5,Adult,Counter,529,3,13,Rajdhani,374,Senior Citizen,Yes,WL116,Not Confirmed
PNR0000008287,56442,11/05/47,3AC,Premium Tatkal,ADI,NJP,09/09/46,Waitlisted,5,Senior Citizen,IRCTC Website,1587,9,2,Rajdhani,3,Defense Quota,Yes,WL004,Not Confirmed
PNR0000008288,79056,12/05/47,Sleeper,General,UMB,JP,10/09/46,RAC,1,Child,IRCTC Website,1693,18,42,Rajdhani,478,Defense Quota,Yes,,Confirmed
PNR0000008289,62757,13/05/47,Sleeper,Tatkal,BCT,CSMT,09/11/46,Waitlisted,2,Adult,IRCTC Website,411,19,26,Rajdhani,409,None,Yes,WL022,Not Confirmed
PNR0000008290,72989,05-14-2047,Sleeper,Tatkal,NJP,PNBE,12/09/46,Waitlisted,4,Adult,IRCTC Website,484,18,36,Superfast,462,Senior Citizen,No,WL032,Not Confirmed
PNR0000008291,54438,15/05/47,1AC,General,CNB,UMB,13/09/46,Waitlisted,5,Senior Citizen,Mobile App,920,17,34,Express,4,None,No,WL033,Not Confirmed
PNR0000008292,62682,16/05/47,,Ladies,LTT,JU,14/09/46,Confirmed,3,Senior Citizen,,1693,3,21,Express,357,Defense Quota,No,,Confirmed
PNR0000008293,82966,17/05/47,2AC,,JP,UMB,15/09/46,RAC,1,Adult,Counter,1714,15,29,Shatabdi,442,Defense Quota,No,,Confirmed
PNR0000008294,68362,18/05/47,3AC,Premium Tatkal,UMB,UMB,16/09/46,RAC,2,Child,Counter,69,7,29,Shatabdi,177,Defense Quota,No,,Confirmed
PNR0000008295,42237,19/05/47,1AC,Tatkal,MMCT,BCT,17/09/46,RAC,3,Adult,IRCTC Website,1525,6,13,Rajdhani,158,None,Yes,,Confirmed
PNR0000008296,70442,05-20-2047,3AC,General,ASR,BBS,18/09/46,Confirmed,2,Senior Citizen,Counter,1603,2,22,Superfast,145,Defense Quota,Yes,,Confirmed
PNR0000008297,95298,21/05/47,3AC,Premium Tatkal,PNBE,ASR,19/09/46,Confirmed,2,Senior Citizen,Counter,1245,9,28,Rajdhani,65,None,Yes,,Confirmed
PNR0000008298,45635,22/05/47,1AC,General,LKO,BSB,20/09/46,Waitlisted,1,Child,Mobile App,490,18,47,Superfast,,Defense Quota,No,WL080,Not Confirmed
PNR0000008299,70542,23/05/47,3AC,Premium Tatkal,NJP,JU,21/09/46,RAC,5,Senior Citizen,Counter,694,18,36,Superfast,273,Senior Citizen,Yes,,Confirmed
PNR0000008300,60335,24/05/47,2AC,Ladies,PNBE,JU,22/09/46,Waitlisted,5,Senior Citizen,,1852,5,36,Express,390,Defense Quota,No,WL163,Not Confirmed
PNR0000008301,17120,25/05/47,1AC,Tatkal,KOAA,ASR,23/09/46,Waitlisted,5,Adult,Mobile App,1029,19,37,Rajdhani,48,Senior Citizen,No,WL026,Not Confirmed
PNR0000008302,97568,26/05/47,1AC,Premium Tatkal,JHS,MMCT,24/09/46,Confirmed,3,Child,Mobile App,1454,14,27,Express,231,Defense Quota,No,,Confirmed
PNR0000008303,50670,27/05/47,2AC,General,JU,BBS,09-25-2046,Waitlisted,5,Child,Counter,439,8,22,Shatabdi,305,None,No,WL064,Not Confirmed
PNR0000008304,99309,28/05/47,2AC,General,MAS,UMB,26/09/46,Waitlisted,2,Adult,Counter,301,19,3,Express,396,Senior Citizen,Yes,WL005,Not Confirmed
PNR0000008305,65801,29/05/47,1AC,,JP,BCT,27/09/46,Waitlisted,5,Adult,,186,18,6,Superfast,385,Defense Quota,Yes,WL043,Not Confirmed
PNR0000008306,17028,30/05/47,Sleeper,Tatkal,BSB,UMB,28/09/46,Confirmed,5,Senior Citizen,Mobile App,256,4,4,Rajdhani,429,Defense Quota,Yes,,Confirmed
PNR0000008307,43369,31/05/47,Sleeper,General,NDLS,BSB,29/09/46,Confirmed,4,Child,IRCTC Website,177,3,4,Express,267,None,No,,Confirmed
PNR0000008308,40071,01/06/47,Sleeper,General,BCT,MMCT,30/09/46,RAC,3,Adult,Mobile App,1616,14,26,Rajdhani,432,Senior Citizen,Yes,,Confirmed
PNR0000008309,30614,02/06/47,3AC,General,PNXE,GKP,01/10/46,Waitlisted,3,Senior Citizen,IRCTC Website,276,10,17,Shatabdi,251,Defense Quota,No,WL195,Not Confirmed
PNR0000008310,78824,03/06/47,,General,CSMT,BBS,02/10/46,Confirmed,4,Child,IRCTC Website,1340,7,18,Shatabdi,58,Defense Quota,Yes,,Confirmed
PNR0000008311,83361,04/06/47,3AC,General,LKO,HWH,03/10/46,Confirmed,3,Adult,Mobile App,1226,9,38,Rajdhani,20,Senior Citizen,Yes,,Confirmed
PNR0000008312,53085,05/06/47,1AC,Premium Tatkal,BSB,LKO,04/10/46,RAC,5,Adult,Mobile App,1383,6,45,Rajdhani,,Senior Citizen,No,,Confirmed
PNR0000008313,86571,06/06/47,2AC,Ladies,BCT,JP,05/10/46,RAC,4,Child,,890,6,22,Superfast,127,None,No,,Confirmed
PNR0000008314,28114,07/06/47,Sleeper,Premium Tatkal,SBC,ASR,06/10/46,RAC,5,Senior Citizen,Counter,543,17,29,Superfast,,Senior Citizen,No,,Confirmed
PNR0000008315,51661,08/06/47,Sleeper,Premium Tatkal,PNBE,ASR,07/10/46,Waitlisted,2,Adult,Mobile App,53,2,47,Rajdhani,83,None,Yes,WL139,Not Confirmed
PNR0000008316,24200,09/06/47,1AC,Ladies,PNBE,MAS,08/10/46,RAC,4,Adult,Counter,1259,17,43,Express,462,Senior Citizen,Yes,,Confirmed
PNR0000008317,82386,10/06/47,2AC,Tatkal,MAS,SC,09/10/46,Confirmed,4,Adult,Mobile App,1740,7,12,Superfast,146,Senior Citizen,Yes,,Confirmed
PNR0000008318,60329,11/06/47,,General,MMCT,ADI,10/10/46,RAC,1,Adult,Mobile App,1804,4,43,Express,241,Defense Quota,No,,Confirmed
PNR0000008319,37584,12/06/47,Sleeper,Premium Tatkal,PNBE,HWH,11/10/46,Confirmed,5,Child,Counter,1536,10,39,Rajdhani,,Defense Quota,No,,Confirmed
PNR0000008320,79348,13/06/47,Sleeper,Premium Tatkal,JHS,ADI,12/10/46,Waitlisted,5,Child,Counter,1773,11,7,Express,259,Senior Citizen,Yes,,Not Confirmed
PNR0000008321,85543,14/06/47,2AC,Premium Tatkal,LKO,BCT,13/10/46,RAC,2,Child,IRCTC Website,1603,19,40,Shatabdi,104,Senior Citizen,No,,Confirmed
PNR0000008322,30539,15/06/47,,,MMCT,BCT,14/10/46,Waitlisted,2,Child,Mobile App,1184,4,34,Rajdhani,201,Senior Citizen,No,,Not Confirmed
PNR0000008323,70767,16/06/47,3AC,General,CSMT,LTT,15/10/46,Waitlisted,1,Senior Citizen,Counter,933,14,15,Express,288,Defense Quota,Yes,WL110,Not Confirmed
PNR0000008324,77062,17/06/47,Sleeper,Ladies,BSB,SC,16/10/46,RAC,2,Adult,Counter,173,11,4,Express,26,None,Yes,,Confirmed
PNR0000008325,71485,18/06/47,2AC,,HWH,BBS,17/10/46,Confirmed,4,Child,IRCTC Website,1255,17,40,Superfast,,Defense Quota,Yes,,Confirmed
PNR0000008326,88254,19/06/47,3AC,Ladies,PNBE,ASR,18/10/46,Confirmed,5,Child,Mobile App,840,19,32,Superfast,3,None,Yes,,Confirmed
PNR0000008327,46721,20/06/47,1AC,Premium Tatkal,NDLS,PNBE,19/10/46,Waitlisted,2,Senior Citizen,IRCTC Website,1878,9,27,Superfast,141,Senior Citizen,No,WL127,Not Confirmed
PNR0000008328,72213,21/06/47,3AC,General,CSMT,ADI,20/10/46,Confirmed,5,Child,,1734,18,15,Shatabdi,73,Defense Quota,Yes,,Confirmed
PNR0000008329,68004,22/06/47,2AC,Premium Tatkal,CNB,CNB,21/10/46,Confirmed,3,Adult,IRCTC Website,1190,19,9,Superfast,,Defense Quota,No,,Confirmed
PNR0000008330,61116,23/06/47,2AC,,BSB,JP,22/10/46,RAC,2,Adult,Mobile App,1651,10,47,Superfast,230,Senior Citizen,No,,Confirmed
PNR0000008331,89883,24/06/47,3AC,Ladies,JHS,CSMT,23/10/46,Waitlisted,5,Senior Citizen,Counter,741,13,23,Superfast,73,Senior Citizen,Yes,WL095,Not Confirmed
PNR0000008332,93015,25/06/47,1AC,Premium Tatkal,LTT,LKO,24/10/46,RAC,4,Child,Counter,839,3,20,Rajdhani,154,Defense Quota,Yes,,Confirmed
PNR0000008333,10561,26/06/47,3AC,Ladies,ADI,HWH,25/10/46,Confirmed,2,Adult,Mobile App,404,4,47,Shatabdi,142,None,Yes,,Confirmed
PNR0000008334,90396,27/06/47,3AC,Ladies,BBS,SBC,26/10/46,Confirmed,3,Child,Counter,211,3,33,Express,374,Senior Citizen,No,,Confirmed
